Employee_ID,Employee_Name,Department,Attendance_Date,Check_In_Time,Check_Out_Time,Attendance_Status,Shift_Type,Location
E1036,Employee_36,Finance  ,13/02/2024,10:4,16:40,Late,Morning,Office
E1050,Employee_50,Operations,03-14-2024,,,Absent,Evening,Office
E1014,Employee_14,Finance,2024-03-10,11:14,18:56,work from home,Evening,Remote
E1050,Employee_50,IT,2024-01-18,9:14,16:15,Late,Evening,Office
E1009,Employee_9,Sales  ,03-08-2024,9:20,19:34,work from home,Morning,Office
E1053,Employee_53,IT,26/01/2024,10:22,17:34,Late,Evening,Office
E1020,Employee_20,HR,2024-03-01,,,Absent,Morning,Office
E1036,Employee_36,IT,2024-02-15,9:8,20:19,,Evening,Remote
E1018,Employee_18,Operations,03/01/2024,10:56,17:15,Work From Home,Morning,Remote
E1001,Employee_1,HR,2024-02-04,10:53,17:50,Work From Home,Evening,Remote
E1047,Employee_47,Operations,2024-01-03,9:58,17:2,Work From Home,Morning,Office
E1032,Employee_32,Sales,2024-03-12,10:32,19:51,Present,Evening,Remote
E1044,Employee_44,Finance,01-09-2024,,,Absent,Morning,Office
E1025,Employee_25,Finance,2024-03-06,8:31,19:46,Work From Home,Morning,Remote
E1049,Employee_49,Sales,02-23-2024,10:54,17:11,Work From Home,Evening,Remote
E1003,Employee_3,Finance,16/02/2024,9:22,17:21,Late,Morning,Remote
E1052,Employee_52,Finance,2024-01-16,11:16,16:21,Present,Evening,Remote
E1057,Employee_57,Sales,18/03/2024,,,Absent,Evening,Office
E1038,Employee_38,HR,02/01/2024,10:1,18:13,Present,Evening,Remote
E1024,Employee_24,Sales,02-01-2024,8:58,16:23,Present,Evening,Remote
E1033,Employee_33,HR,10/03/2024,11:3,18:33,Late,Evening,Office
E1040,Employee_40,IT,2024-02-03,,,Absent,Morning,Office
E1012,Employee_12,Sales,17/03/2024,8:10,16:37,Work From Home,Morning,Remote
E1043,Employee_43,Operations,2024-02-18,,,,Morning,Office
E1008,Employee_8,Finance,2024-02-15,9:53,18:48,Work From Home,Evening,Remote
E1021,Employee_21,Finance,02-17-2024,9:36,16:52,Late,Evening,Remote
E1053,Employee_53,HR,2024-02-11,10:54,18:45,Work From Home,Morning,Remote
E1048,Employee_48,Sales,29/02/2024,11:53,18:50,,Morning,Office
E1014,Employee_14,Finance,03-27-2024,10:7,19:29,Late,Morning,Office
E1017,Employee_17,Finance,11/01/2024,,,Absent,Evening,Office
E1019,Employee_19,Sales,2024-02-17,9:38,17:45,Present,Morning,Office
E1005,Employee_5,Operations,03-11-2024,,,Absent,Evening,Office
E1007,Employee_7,IT,23/02/2024,11:30,17:23,Work From Home,Morning,Remote
E1045,Employee_45,Finance  ,2024-01-06,8:26,19:10,Late,Morning,Office
E1012,Employee_12,Finance,01-29-2024,10:21,17:2,Work From Home,Evening,Office
E1032,Employee_32,Sales,2024-01-03,8:40,18:10,Late,Evening,Office
E1043,Employee_43,Sales,2024-02-06,,,Absent,Morning,Remote
E1020,Employee_20,HR,08/01/2024,8:25,19:43,Present,Morning,Remote
E1037,Employee_37,IT,01-23-2024,8:19,16:45,Present,Evening,Office
E1052,Employee_52,IT,21/02/2024,,,Absent,Morning,Remote
E1015,Employee_15,IT,2024-03-22,9:24,16:32,Late,Evening,Office
E1013,Employee_13,Sales,2024-01-28,10:36,16:48,Late,Evening,Office
E1021,Employee_21,HR,03-30-2024,,,Absent,Evening,Office
E1057,Employee_57,HR,03-14-2024,10:1,18:34,Work From Home,Evening,Office
E1002,Employee_2,Operations,02/01/2024,10:58,18:58,late,Evening,Remote
E1026,Employee_26,Sales,09/02/2024,9:4,16:42,Present,Morning,Office
E1025,Employee_25,Operations,02-10-2024,8:7,20:32,Present,Morning,Remote
E1056,Employee_56,Operations  ,20/01/2024,,,Absent,Evening,Office
E1049,Employee_49,IT  ,06/01/2024,10:28,20:26,Late,Morning,Remote
E1001,Employee_1,Sales,2024-03-24,8:8,18:2,Work From Home,Morning,Remote
E1038,Employee_38,Finance,01-22-2024,8:20,17:12,Present,Evening,Office
E1043,Employee_43,HR,17/01/2024,9:38,17:51,Work From Home,Evening,Office
E1019,Employee_19,HR,17/03/2024,11:11,19:50,Present,Evening,Remote
E1053,Employee_53,Sales,22/03/2024,9:19,17:47,Late,Morning,Remote
E1040,Employee_40,HR,03-16-2024,8:11,20:27,Late,Evening,Remote
E1016,Employee_16,Operations,2024-02-22,10:23,20:55,Work From Home,Evening,Office
E1030,Employee_30,Finance,2024-01-08,11:47,19:52,Work From Home,Morning,Office
E1056,Employee_56,IT,01-22-2024,9:55,19:56,Work From Home,Morning,Office
E1026,Employee_26,HR  ,2024-01-22,11:54,17:53,Present,Evening,Remote
E1018,Employee_18,IT,03-24-2024,10:50,16:32,Present,Evening,Remote
E1015,Employee_15,Sales,02-22-2024,9:33,17:15,Late,Evening,Office
E1046,Employee_46,IT,01-01-2024,8:37,16:57,Late,Evening,Office
E1038,Employee_38,IT,24/03/2024,9:28,20:4,Work From Home,Evening,Remote
E1042,Employee_42,HR,2024-02-09,,,Absent,Evening,Office
E1008,Employee_8,Finance,02-16-2024,8:21,18:9,Work From Home,Morning,Remote
E1019,Employee_19,HR,2024-01-07,9:21,20:42,Work From Home,Evening,Office
E1024,Employee_24,IT,01/01/2024,10:26,20:55,Work From Home,Morning,Remote
E1054,Employee_54,IT,2024-01-17,11:46,16:47,Work From Home,Evening,Office
E1034,Employee_34,Sales,02-06-2024,8:43,18:39,Late,Morning,Remote
E1051,Employee_51,Finance,01-08-2024,9:24,17:15,Present,Morning,Office
E1054,Employee_54,IT,03-25-2024,,,Absent,Morning,Office
E1028,Employee_28,IT,01/01/2024,9:32,17:36,Late,Evening,Remote
E1038,Employee_38,Finance,06/03/2024,8:33,16:53,Late,Evening,Office
E1032,Employee_32,Sales,2024-02-12,8:45,20:41,Work From Home,Morning,Remote
E1014,Employee_14,HR,02-18-2024,9:57,19:7,Work From Home,Morning,Remote
E1018,Employee_18,Finance,24/03/2024,10:10,17:25,late,Evening,Office
E1035,Employee_35,HR,2024-03-04,8:23,19:27,Work From Home,Evening,Office
E1015,Employee_15,Operations,2024-03-02,8:21,20:35,Present,Morning,Office
E1007,Employee_7,Finance,07/02/2024,8:3,17:18,Work From Home,Evening,Remote
E1005,Employee_5,Sales,2024-03-20,8:8,18:17,Present,Evening,Remote
E1012,Employee_12,Operations,2024-02-24,,,absent,Morning,Office
E1032,Employee_32,Finance,23/02/2024,8:15,18:3,Work From Home,Evening,Office
E1056,Employee_56,Finance,15/01/2024,11:17,17:6,Late,Evening,Office
E1050,Employee_50,Operations  ,03-04-2024,8:0,17:42,Present,Evening,Remote
E1017,Employee_17,IT,03-17-2024,9:12,17:34,Late,Evening,Office
E1042,Employee_42,HR,04/02/2024,8:28,19:24,Late,Morning,Office
E1054,Employee_54,Operations  ,02-11-2024,9:5,19:45,Late,Morning,Remote
E1026,Employee_26,IT,2024-01-31,10:14,18:57,Late,Evening,Remote
E1015,Employee_15,HR,2024-02-19,,,,Morning,Remote
E1031,Employee_31,Operations,02-24-2024,10:33,16:18,Work From Home,Morning,Remote
E1039,Employee_39,Sales,2024-01-19,10:30,18:26,Work From Home,Evening,Remote
E1024,Employee_24,IT,24/01/2024,11:26,20:48,Work From Home,Morning,Office
E1033,Employee_33,Sales,18/01/2024,9:7,17:17,Work From Home,Morning,Remote
E1048,Employee_48,Operations,01-28-2024,8:37,19:31,Late,Morning,Office
E1044,Employee_44,IT,2024-03-06,10:15,20:5,Late,Morning,Office
E1038,Employee_38,IT  ,17/02/2024,11:36,19:29,Present,Morning,Office
E1034,Employee_34,Finance  ,03/01/2024,8:28,20:57,Present,Evening,Remote
E1007,Employee_7,Finance,02-24-2024,8:14,19:47,Present,Morning,Remote
E1031,Employee_31,IT,01-25-2024,,,Absent,Morning,Remote
E1007,Employee_7,HR  ,26/03/2024,11:58,17:24,Present,Evening,Remote
E1021,Employee_21,HR,23/02/2024,8:24,18:18,,Morning,Office
E1025,Employee_25,Sales,03-15-2024,9:17,20:2,Late,Morning,Remote
E1027,Employee_27,Finance,01/02/2024,8:58,19:38,work from home,Evening,Office
E1052,Employee_52,Operations,2024-01-17,,,Absent,Morning,Remote
E1037,Employee_37,Operations,2024-02-13,11:33,19:21,Late,Evening,Office
E1022,Employee_22,IT,01-15-2024,,,Absent,Morning,Remote
E1058,Employee_58,IT,2024-03-15,9:1,18:42,Late,Morning,Remote
E1046,Employee_46,Finance,13/02/2024,,,Absent,Evening,Remote
E1051,Employee_51,Operations,04/02/2024,11:46,19:33,Work From Home,Morning,Office
E1046,Employee_46,Operations,02-13-2024,9:28,20:48,,Evening,Remote
E1006,Employee_6,Operations,01-03-2024,10:18,19:57,Work From Home,Morning,Remote
E1010,Employee_10,IT,01-01-2024,11:15,18:29,Present,Evening,Office
E1041,Employee_41,Operations,2024-02-26,9:5,16:46,,Morning,Office
E1039,Employee_39,HR,2024-01-21,8:10,19:44,Work From Home,Evening,Remote
E1017,Employee_17,IT,02-04-2024,8:42,20:35,Work From Home,Morning,Office
E1052,Employee_52,HR,07/01/2024,,,Absent,Morning,Remote
E1020,Employee_20,Operations,27/01/2024,9:34,17:39,Present,Morning,Office
E1054,Employee_54,Finance,14/03/2024,11:8,17:46,Work From Home,Evening,Remote
E1059,Employee_59,Operations,02-29-2024,,,absent,Evening,Remote
E1023,Employee_23,IT,09/01/2024,10:19,20:7,Present,Evening,Office
E1024,Employee_24,Sales,2024-03-14,9:56,16:32,Late,Morning,Remote
E1015,Employee_15,HR,23/01/2024,9:53,18:17,Late,Morning,Remote
E1011,Employee_11,Sales,03-11-2024,,,Absent,Evening,Remote
E1058,Employee_58,Sales,20/03/2024,8:25,17:0,Present,Evening,Office
E1020,Employee_20,IT  ,03-07-2024,8:17,18:57,Present,Morning,Remote
E1037,Employee_37,HR,03-22-2024,8:22,20:39,Present,Morning,Office
E1021,Employee_21,Sales,2024-02-15,8:0,18:12,Present,Evening,Remote
E1006,Employee_6,HR,02-28-2024,,,Absent,Morning,Remote
E1035,Employee_35,Finance  ,25/02/2024,9:23,20:37,Present,Evening,Remote
E1015,Employee_15,HR,2024-03-09,11:18,20:1,Present,Evening,Remote
E1058,Employee_58,Finance,30/01/2024,,,Absent,Morning,Office
E1051,Employee_51,Sales,10/02/2024,9:51,19:20,Present,Evening,Remote
E1031,Employee_31,Operations,01/01/2024,11:4,17:3,Late,Morning,Office
E1044,Employee_44,Sales,03-25-2024,10:44,19:37,Work From Home,Morning,Remote
E1019,Employee_19,Operations,01/01/2024,9:49,17:17,present,Evening,Office
E1024,Employee_24,Finance,13/03/2024,8:9,18:14,late,Evening,Remote
E1046,Employee_46,Sales,25/01/2024,8:14,20:21,present,Evening,Office
E1054,Employee_54,Finance,02-28-2024,10:28,18:36,Work From Home,Evening,Office
E1020,Employee_20,Operations,02-05-2024,11:24,16:32,,Morning,Office
E1012,Employee_12,Finance  ,2024-03-24,,,Absent,Morning,Office
E1013,Employee_13,Sales,2024-01-11,11:33,18:15,Present,Morning,Office
E1018,Employee_18,IT,2024-03-20,,,Absent,Evening,Remote
E1039,Employee_39,HR,03-23-2024,8:51,16:54,Present,Evening,Office
E1058,Employee_58,Sales,14/02/2024,,,Absent,Evening,Remote
E1056,Employee_56,Finance,02-15-2024,11:57,16:56,Present,Evening,Office
E1045,Employee_45,Operations,03-14-2024,9:9,20:47,Late,Evening,Remote
E1028,Employee_28,Sales,2024-03-12,,,Absent,Evening,Remote
E1041,Employee_41,IT,2024-01-29,9:45,20:58,late,Morning,Office
E1039,Employee_39,Sales,01-17-2024,,,Absent,Morning,Office
E1018,Employee_18,Finance,02-17-2024,,,Absent,Morning,Remote
E1003,Employee_3,Sales  ,2024-01-19,,,Absent,Morning,Office
E1038,Employee_38,Sales,2024-03-07,,,Absent,Morning,Remote
E1053,Employee_53,Sales,08/01/2024,,,Absent,Morning,Remote
E1014,Employee_14,Finance,2024-03-07,,,Absent,Evening,Remote
E1027,Employee_27,Finance,02-29-2024,,,Absent,Morning,Remote
E1002,Employee_2,Operations,02-17-2024,8:15,16:38,Work From Home,Evening,Office
E1019,Employee_19,Sales,2024-03-07,10:12,18:8,Work From Home,Evening,Remote
E1010,Employee_10,IT,28/03/2024,,,Absent,Morning,Remote
E1017,Employee_17,Finance,2024-01-08,8:3,16:13,Late,Evening,Remote
E1017,Employee_17,Sales  ,2024-02-18,9:37,17:33,Late,Evening,Remote
E1058,Employee_58,Operations,03-04-2024,8:40,17:29,Present,Morning,Office
E1054,Employee_54,Finance,03-27-2024,10:25,17:50,Present,Morning,Remote
E1046,Employee_46,IT  ,03-30-2024,10:19,19:2,Present,Evening,Remote
E1032,Employee_32,HR,11/01/2024,8:28,17:35,Present,Evening,Remote
E1052,Employee_52,Sales,2024-03-02,9:11,19:46,Late,Morning,Office
E1016,Employee_16,Operations,01-13-2024,10:2,18:19,Late,Evening,Remote
E1059,Employee_59,HR,2024-02-12,9:17,19:19,Late,Evening,Remote
E1034,Employee_34,Sales,2024-02-25,9:21,19:37,Present,Morning,Office
E1039,Employee_39,Sales,30/03/2024,10:24,19:22,Present,Evening,Remote
E1028,Employee_28,HR,2024-01-27,9:50,16:55,Late,Morning,Office
E1016,Employee_16,Finance,04/01/2024,9:43,19:47,Late,Evening,Office
E1020,Employee_20,IT,2024-02-05,11:32,16:6,Work From Home,Evening,Remote
E1043,Employee_43,IT,2024-01-14,8:17,16:47,Work From Home,Morning,Office
E1048,Employee_48,Finance,2024-03-23,,,Absent,Evening,Remote
E1006,Employee_6,Sales,03-10-2024,9:12,20:26,Late,Morning,Office
E1056,Employee_56,HR,03-05-2024,11:15,17:22,Late,Morning,Remote
E1005,Employee_5,IT,2024-02-26,9:58,17:2,Late,Morning,Remote
E1003,Employee_3,Sales,13/01/2024,9:0,20:5,present,Morning,Office
E1019,Employee_19,IT,05/01/2024,,,Absent,Evening,Remote
E1004,Employee_4,IT,2024-01-19,8:15,18:29,Late,Morning,Remote
E1059,Employee_59,Sales,03-03-2024,8:35,19:11,Late,Evening,Office
E1045,Employee_45,IT,02-08-2024,8:51,16:10,work from home,Evening,Remote
E1021,Employee_21,IT,2024-03-28,10:54,17:38,Present,Evening,Remote
E1016,Employee_16,HR,2024-03-02,10:27,19:21,Late,Evening,Office
E1002,Employee_2,IT,01-28-2024,11:8,16:23,Late,Evening,Office
E1055,Employee_55,Operations,2024-02-14,8:22,17:57,Present,Evening,Remote
E1056,Employee_56,IT,2024-02-28,10:43,16:22,Late,Morning,Remote
E1041,Employee_41,HR,17/03/2024,11:23,17:35,Late,Evening,Office
E1043,Employee_43,IT,01-05-2024,9:20,19:30,Present,Morning,Remote
E1017,Employee_17,Sales,07/02/2024,10:53,18:10,Late,Morning,Remote
E1028,Employee_28,IT,03-22-2024,9:42,16:6,Work From Home,Morning,Remote
E1003,Employee_3,HR,02-04-2024,,,Absent,Morning,Remote
E1018,Employee_18,IT,02-25-2024,8:5,16:26,Late,Evening,Office
E1057,Employee_57,Sales,16/03/2024,11:27,17:31,Late,Evening,Remote
E1034,Employee_34,IT,03-08-2024,,,Absent,Morning,Office
E1022,Employee_22,HR,2024-01-04,9:31,16:40,,Evening,Office
E1034,Employee_34,Operations,2024-02-29,9:6,19:3,Late,Morning,Office
E1011,Employee_11,Sales,2024-03-23,9:20,17:46,Late,Evening,Remote
E1041,Employee_41,Finance,12/01/2024,,,Absent,Morning,Office
E1028,Employee_28,HR,2024-01-14,9:45,20:35,Work From Home,Morning,Office
E1038,Employee_38,Operations,2024-01-17,9:26,17:23,Present,Morning,Remote
E1042,Employee_42,Sales,03-28-2024,9:14,18:41,,Evening,Office
E1041,Employee_41,Sales,2024-01-05,11:0,19:44,Late,Morning,Office
E1038,Employee_38,HR,16/03/2024,8:41,18:49,Late,Evening,Remote
E1052,Employee_52,Operations  ,17/02/2024,10:27,17:17,Work From Home,Morning,Remote
E1038,Employee_38,Finance,29/01/2024,9:54,20:54,Present,Evening,Office
E1041,Employee_41,Finance,03-27-2024,,,Absent,Evening,Office
E1012,Employee_12,Finance,19/01/2024,8:21,20:22,Work From Home,Morning,Remote
E1050,Employee_50,Sales,01-28-2024,10:33,20:8,Work From Home,Morning,Office
E1047,Employee_47,HR,03/01/2024,,,Absent,Morning,Remote
E1033,Employee_33,IT,01-23-2024,,,Absent,Morning,Remote
E1028,Employee_28,HR,2024-01-26,8:5,20:45,,Evening,Remote
E1017,Employee_17,Finance,2024-03-05,,,Absent,Evening,Remote
E1048,Employee_48,IT,2024-03-21,11:18,20:25,Present,Evening,Office
E1027,Employee_27,Sales,2024-01-13,11:44,18:25,Present,Morning,Office
E1042,Employee_42,Operations,2024-02-13,8:34,19:11,Late,Evening,Office
E1049,Employee_49,Sales,2024-03-01,8:38,19:42,Late,Morning,Office
E1012,Employee_12,IT,03-27-2024,8:11,18:37,Work From Home,Evening,Remote
E1042,Employee_42,Finance,01-18-2024,10:7,18:19,Late,Evening,Office
E1041,Employee_41,IT,2024-02-05,,,Absent,Morning,Remote
E1056,Employee_56,IT,02-14-2024,9:15,16:18,Work From Home,Morning,Remote
E1053,Employee_53,Operations,29/02/2024,11:36,20:44,Work From Home,Morning,Office
E1012,Employee_12,Sales,03/03/2024,8:40,19:12,Present,Evening,Office
E1048,Employee_48,Operations,01-07-2024,9:16,18:29,Work From Home,Morning,Remote
E1009,Employee_9,HR,01-06-2024,8:22,19:15,Present,Evening,Remote
E1053,Employee_53,Sales,2024-01-31,11:55,20:25,Late,Morning,Office
E1003,Employee_3,IT,03-25-2024,11:14,20:14,Present,Morning,Office
E1042,Employee_42,IT,2024-02-19,,,Absent,Morning,Remote
E1017,Employee_17,HR,01-15-2024,11:12,20:36,Work From Home,Evening,Office
E1039,Employee_39,HR,01-08-2024,,,Absent,Morning,Office
E1040,Employee_40,Sales,24/01/2024,8:58,19:50,Work From Home,Morning,Remote
E1010,Employee_10,HR,06/02/2024,10:45,19:2,Late,Morning,Office
E1058,Employee_58,IT,2024-01-06,9:20,18:12,Present,Morning,Office
E1000,Employee_0,Finance,02-19-2024,9:20,19:24,Late,Evening,Office
E1019,Employee_19,IT,03-14-2024,11:27,16:18,Work From Home,Evening,Office
E1016,Employee_16,Operations,11/01/2024,,,Absent,Morning,Remote
E1022,Employee_22,HR  ,01-25-2024,11:53,16:55,Late,Evening,Office
E1058,Employee_58,Sales,02-24-2024,11:38,17:59,Work From Home,Morning,Remote
E1012,Employee_12,Sales,2024-02-18,9:22,16:3,Work From Home,Evening,Office
E1048,Employee_48,Operations,24/01/2024,9:50,20:1,Late,Morning,Remote
E1037,Employee_37,HR,01/02/2024,11:46,16:52,Late,Evening,Remote
E1024,Employee_24,IT,03-16-2024,11:46,19:12,Late,Morning,Remote
E1002,Employee_2,IT,2024-01-19,10:42,18:0,work from home,Morning,Remote
E1027,Employee_27,Operations,03-30-2024,9:14,16:57,Work From Home,Evening,Office
E1024,Employee_24,HR,2024-03-24,10:3,17:6,Late,Morning,Office
E1031,Employee_31,HR,02/03/2024,10:32,17:43,present,Evening,Office
E1052,Employee_52,Finance,2024-01-09,9:11,18:56,,Morning,Office
E1004,Employee_4,Sales,02-16-2024,,,Absent,Morning,Remote
E1002,Employee_2,IT,2024-02-27,11:30,19:59,Present,Evening,Office
E1053,Employee_53,Sales,25/03/2024,11:31,16:37,Present,Evening,Remote
E1053,Employee_53,IT,02-21-2024,9:21,17:20,Late,Evening,Remote
E1037,Employee_37,Sales,02-14-2024,8:18,17:10,Late,Evening,Office
E1043,Employee_43,Operations,2024-02-19,,,absent,Evening,Office
E1001,Employee_1,Finance,01-14-2024,10:36,19:29,Late,Morning,Remote
E1052,Employee_52,HR,2024-01-16,,,Absent,Morning,Office
E1024,Employee_24,HR,02/01/2024,,,Absent,Evening,Office
E1021,Employee_21,Operations,25/03/2024,,,Absent,Morning,Office
E1007,Employee_7,HR,2024-01-14,8:30,18:44,Work From Home,Evening,Office
E1055,Employee_55,Finance,2024-03-01,,,Absent,Morning,Office
E1048,Employee_48,Finance,28/03/2024,,,Absent,Morning,Remote
E1044,Employee_44,IT,2024-03-04,11:46,16:10,late,Morning,Remote
E1012,Employee_12,HR,03-18-2024,8:10,20:54,Work From Home,Morning,Remote
E1041,Employee_41,HR,2024-03-29,9:51,16:20,Present,Evening,Remote
E1052,Employee_52,Operations,01-28-2024,10:16,17:30,Late,Evening,Office
E1059,Employee_59,IT,17/01/2024,8:49,17:53,Present,Morning,Remote
E1008,Employee_8,IT,2024-03-15,,,Absent,Morning,Office
E1031,Employee_31,HR,01-03-2024,9:21,20:18,Work From Home,Morning,Remote
E1057,Employee_57,HR,2024-01-22,9:15,18:15,Late,Morning,Remote
E1026,Employee_26,Sales,2024-01-03,11:30,16:17,Work From Home,Morning,Office
E1044,Employee_44,IT,2024-01-08,9:50,19:5,Present,Evening,Office
E1002,Employee_2,IT,03-28-2024,11:37,19:14,Work From Home,Morning,Office
E1028,Employee_28,Finance,02-02-2024,9:41,18:45,Late,Morning,Office
E1026,Employee_26,Finance,03-10-2024,8:52,20:12,Work From Home,Morning,Office
E1012,Employee_12,Finance,01-17-2024,8:34,20:30,Late,Morning,Remote
E1052,Employee_52,Sales,2024-03-14,,,Absent,Morning,Office
E1001,Employee_1,Sales,03-11-2024,,,Absent,Morning,Remote
E1010,Employee_10,IT  ,10/01/2024,11:59,20:57,Late,Evening,Office
E1014,Employee_14,IT,03-01-2024,9:3,18:17,Late,Morning,Remote
E1006,Employee_6,Sales,05/03/2024,11:14,16:37,present,Evening,Remote
E1040,Employee_40,HR,05/01/2024,10:39,19:10,Late,Evening,Remote
E1031,Employee_31,Operations,20/01/2024,9:46,18:7,Present,Morning,Office
E1018,Employee_18,HR,2024-03-06,9:18,17:17,Work From Home,Morning,Office
E1057,Employee_57,Operations,03-27-2024,,,Absent,Morning,Remote
E1010,Employee_10,IT  ,2024-02-19,10:43,19:8,Late,Evening,Office
E1026,Employee_26,IT,2024-01-08,11:15,19:37,Late,Evening,Remote
E1031,Employee_31,HR,2024-01-15,,,Absent,Evening,Remote
E1011,Employee_11,Finance,2024-02-17,,,absent,Morning,Remote
E1035,Employee_35,HR,2024-02-05,9:56,16:7,Work From Home,Morning,Office
E1046,Employee_46,Operations,11/01/2024,8:17,17:9,Work From Home,Morning,Office
E1010,Employee_10,Operations,03-16-2024,9:13,16:10,Work From Home,Evening,Remote
E1002,Employee_2,Sales,02/01/2024,8:58,16:16,Late,Morning,Office
E1049,Employee_49,Operations,01-19-2024,10:14,17:0,Late,Evening,Remote
E1005,Employee_5,Operations,17/02/2024,9:14,18:21,Late,Morning,Office
E1022,Employee_22,Operations,02-22-2024,11:42,20:30,Present,Morning,Office
E1038,Employee_38,Sales,22/01/2024,8:48,19:48,Late,Evening,Office
E1049,Employee_49,Sales,03-05-2024,9:43,19:55,Late,Evening,Remote
E1020,Employee_20,Sales,04/02/2024,9:5,16:47,present,Morning,Remote
E1038,Employee_38,IT,27/01/2024,,,Absent,Evening,Remote
E1024,Employee_24,Operations  ,2024-03-28,,,absent,Morning,Remote
E1015,Employee_15,Sales  ,02-04-2024,10:6,17:8,Present,Evening,Office
E1032,Employee_32,Sales,07/03/2024,9:5,20:28,Late,Evening,Remote
E1039,Employee_39,Operations,03-30-2024,8:4,19:43,late,Evening,Remote
E1028,Employee_28,Sales,05/03/2024,,,Absent,Evening,Remote
E1052,Employee_52,Finance,23/03/2024,8:41,18:53,Present,Evening,Remote
E1057,Employee_57,Operations,03-14-2024,9:18,17:8,Present,Evening,Remote
E1051,Employee_51,HR,08/02/2024,11:28,18:55,Present,Evening,Remote
E1034,Employee_34,IT,02-11-2024,10:53,16:10,Late,Morning,Remote
E1021,Employee_21,Finance,2024-03-27,,,,Morning,Office
E1058,Employee_58,HR,01-13-2024,9:32,18:26,Present,Evening,Remote
E1041,Employee_41,HR,2024-02-03,,,Absent,Evening,Remote
E1015,Employee_15,Operations,2024-03-06,,,Absent,Morning,Office
E1031,Employee_31,IT,03-02-2024,8:4,16:34,Present,Morning,Office
E1008,Employee_8,Sales,03/02/2024,9:23,18:47,Present,Morning,Office
E1055,Employee_55,Operations,28/01/2024,11:29,16:24,Work From Home,Evening,Office
E1056,Employee_56,Sales,02-04-2024,8:56,17:38,Present,Morning,Remote
E1001,Employee_1,HR,03-17-2024,9:22,19:28,Late,Evening,Remote
E1018,Employee_18,Finance,16/02/2024,9:37,16:46,Late,Evening,Office
E1029,Employee_29,HR,07/01/2024,11:58,17:24,Present,Evening,Remote
E1054,Employee_54,Sales,16/02/2024,8:44,16:23,Present,Morning,Remote
E1057,Employee_57,HR,04/01/2024,10:20,20:1,Present,Evening,Office
E1051,Employee_51,Finance,2024-02-23,8:17,16:12,Late,Morning,Remote
E1035,Employee_35,HR,02-11-2024,11:28,20:12,Late,Morning,Office
E1028,Employee_28,HR,02-25-2024,11:14,18:5,Present,Evening,Office
E1033,Employee_33,Finance,01-09-2024,8:51,18:53,Present,Evening,Remote
E1041,Employee_41,Operations,15/02/2024,9:32,20:42,Late,Evening,Office
E1055,Employee_55,Sales,2024-01-29,11:49,17:21,Late,Morning,Remote
E1057,Employee_57,IT,2024-02-15,8:17,20:14,Late,Evening,Remote
E1041,Employee_41,Operations,19/03/2024,10:16,16:46,Present,Morning,Office
E1049,Employee_49,IT,2024-03-05,8:19,20:18,Late,Evening,Office
E1020,Employee_20,IT,2024-01-05,,,Absent,Evening,Remote
E1019,Employee_19,Operations,08/01/2024,10:55,19:40,Present,Morning,Remote
E1049,Employee_49,Operations,2024-01-24,10:14,16:29,Late,Evening,Office
E1022,Employee_22,Sales,31/01/2024,10:38,16:34,Work From Home,Morning,Remote
E1012,Employee_12,Sales  ,2024-02-09,9:27,18:12,Work From Home,Evening,Office
E1035,Employee_35,Operations,28/03/2024,9:55,16:13,Present,Evening,Remote
E1024,Employee_24,HR,2024-02-08,11:2,19:23,Present,Morning,Office
E1022,Employee_22,Sales,01-27-2024,9:32,18:26,Late,Morning,Remote
E1040,Employee_40,Finance,2024-01-31,9:7,17:5,Present,Morning,Remote
E1035,Employee_35,Finance,03-01-2024,8:37,20:8,Present,Morning,Office
E1029,Employee_29,IT,09/01/2024,,,Absent,Evening,Office
E1004,Employee_4,Finance,31/01/2024,10:17,20:1,Present,Evening,Office
E1018,Employee_18,IT,2024-01-21,10:44,20:11,Work From Home,Morning,Remote
E1039,Employee_39,Operations,03-11-2024,10:17,17:22,,Evening,Office
E1014,Employee_14,Operations,2024-01-26,10:31,19:59,Work From Home,Evening,Remote
E1002,Employee_2,Finance,01-02-2024,,,Absent,Morning,Remote
E1047,Employee_47,HR,2024-01-15,8:6,16:16,Present,Evening,Office
E1032,Employee_32,Finance,18/03/2024,9:31,19:55,Late,Evening,Remote
E1008,Employee_8,Finance,2024-02-16,,,Absent,Morning,Remote
E1030,Employee_30,Operations,2024-03-15,10:55,18:15,Work From Home,Morning,Office
E1017,Employee_17,IT,15/01/2024,8:42,17:22,Present,Evening,Office
E1023,Employee_23,Finance,09/02/2024,10:58,20:27,Late,Evening,Office
E1032,Employee_32,Operations,15/02/2024,9:25,19:43,Work From Home,Evening,Remote
E1013,Employee_13,Sales,02-23-2024,11:48,18:44,Late,Morning,Office
E1021,Employee_21,Sales,03/02/2024,9:24,18:25,Work From Home,Morning,Office
E1010,Employee_10,Finance,01-08-2024,8:17,16:7,Work From Home,Evening,Remote
E1033,Employee_33,Finance,26/01/2024,,,Absent,Evening,Office
E1027,Employee_27,Operations,20/02/2024,,,Absent,Evening,Office
E1050,Employee_50,Finance,07/01/2024,11:17,18:6,Work From Home,Evening,Office
E1037,Employee_37,IT,15/01/2024,8:29,16:44,present,Morning,Remote
E1051,Employee_51,Sales,01-17-2024,10:30,20:18,Late,Evening,Office
